created_at,time,username,text,is_retweet,reply,retweet,favorite,source
18 Feb 2019,6:57 PM,@KemenkesRI,"#RilisSehat

Layanan Kesehatan Jiwa Bergerak Ramaikan Pameran Rakerkesnas @KemenkesRI
https://goo.gl/kcS4YC pic.twitter.com/pun5lBG5Te",False,NA,6,9,/KemenkesRI/status/1097691499670564865
18 Feb 2019,1:00 AM,@KemenkesRI,"Bagaimana kondisi kesehatan masyarakat Indonesia berdasar #Riskesdas2018? 

Simak selengkapnya di Majalah Kesehatan Mediakom Edisi 101 

https://goo.gl/KkGGMs pic.twitter.com/hMGGr4tOAP",False,NA,31,33,/KemenkesRI/status/1097420457504997376
17 Feb 2019,6:25 PM,@ivan_rimbadi,Gandum utuh + susu min pic.twitter.com/TxUBbRdBbo,True,NA,NA,NA,/ivan_rimbadi/status/1097321105172221952
22 Feb 2019,12:22 AM,@KemenkesRI,"Berdasarkan data Susenas 2018 menunjukkan bahwa provinsi dengan persentase penduduk lansia terbanyak pada tahun 2018 adalah DI Yogyakarta (12,37 %), Jawa Tengah (12,34 %), Jawa Timur (11,66 %), Sulawesi Utara (10,26 %), dan Bali (9,68 %).pic.twitter.com/icjaLHUIYR",False,NA,2,12,/KemenkesRI/status/1098860570713845763
21 Feb 2019,11:09 PM,@rsko_jakarta,"#jumatberkah @KemenkesRI memberikan apresiasi kepada Kepolisian RI @DivHumas_Polri .
Berita yang baik. @NilaMoeloek
#rsko #NoDrugAbusepic.twitter.com/TgqGExK6dq",False,NA,1,1,/rsko_jakarta/status/1098842243098587138
21 Feb 2019,10:05 PM,@KementerianLHK,"2. Rakernas ini dipimpin langsung oleh @kemaritiman, dan diikuti @Kemendagri_RI, @KemenPU, @KemenkeuRI, @Kemenperin_RI, @KemenkesRI, @BappenasRI, Wakil Menteri @KementerianESDM.

#klhk
#HPSN2019
#KerjaBerdampakpic.twitter.com/WcllK6Swbd",False,1,5,8,/KementerianLHK/status/1098825988165689344
21 Feb 2019,9:00 PM,@KemenkesRI,"#RilisSehat

Menkes Apresiasi Kapolri dalam Kerjasama Penanggulangan Korban Bencana @KemenkesRI
https://goo.gl/gXgR5W pic.twitter.com/68Bn2j667L",False,NA,2,2,/KemenkesRI/status/1098809609719025664
21 Feb 2019,8:00 PM,@KemenkesRI,"#RilisSehat

Indonesia Jajaki Kerjasama Uji Klinis Alat Kesehatan dengan China @KemenkesRI
https://goo.gl/k3Kiqn pic.twitter.com/P0P9grTX9N",False,NA,1,4,/KemenkesRI/status/1098794510585380864
21 Feb 2019,5:16 PM,@KKP_Makassar,Senam Bersama Lintas Sektor Wilker Palopo KKP Kelas I Makassar di Halaman Gedung Ktr Wilker Palopo tanggal 22 Februari 2019 @KemenkesRI @ditjenppplpic.twitter.com/HckJZQIg8m,False,NA,NA,NA,/KKP_Makassar/status/1098753323799212032
20 Feb 2019,11:04 PM,@KemenkesRI,"Halo Healthies! 
Menteri Kesehatan @NilaMoeloek memberikan penghargan kepada Kepolisian Republik Indonesia atas bantuannya dalam penanggulangan bencana alam pada Kamis (21/2)pic.twitter.com/LHhyMtEl1X",False,3,4,11,/KemenkesRI/status/1098478461876789248
20 Feb 2019,10:37 PM,@KemenkesRI,Disisi lain Isu limbah medis juga akan dikelola berbasis wilayah. Upaya ini dilakukan untuk meminilmalkan faktor risiko penularan penyakit di perjalanan dan menjangkau ke semua fasyankes di seluruh Indonesiapic.twitter.com/hmRiuh8Ds1,False,NA,3,9,/KemenkesRI/status/1098471642081021952
20 Feb 2019,7:30 PM,@pkm_jatinom,Verifikasi ODF di Desa Bonyokan Kec.Jatinom Kab. Klaten cc @DinkesKabKlaten @KemenkesRI pic.twitter.com/z7dyI07fkp,False,NA,3,NA,/pkm_jatinom/status/1098424621873807360
19 Feb 2019,6:08 PM,@elshinta_smg,"Pastikan dirumahmu dan sekitarmu tidak ada jentik 

1 jentik betina berubah menjadi nyamuk dewasa dalam waktu 12-14 hari. Sekalinya bertelur menghasilkan 100-150 butir telur nyamuk 
(sumber : @KemenkesRI )

#CegahDBD
#ElshintaSemarangpic.twitter.com/bW7W9KObEF",False,NA,1,1,/elshinta_smg/status/1098041672187801600
19 Feb 2019,2:00 AM,@KemenkesRI,"Kamu bisa mencegah risiko penyakit Demam Berdarah Dengue (DBD) dengan melakukan hal-hal yang sederhana seperti dibawah ini 
#CegahDBDpic.twitter.com/mX64a69TCh",False,NA,41,32,/KemenkesRI/status/1097797945959694336
18 Feb 2019,6:42 PM,@KemenkesRI,"#RilisSehat 

Indonesia Dukung Pembangunan Kesehatan Timor Leste @KemenkesRI
https://goo.gl/P637gr pic.twitter.com/icmzW9Mspd",False,NA,2,2,/KemenkesRI/status/1097687872616902656
18 Feb 2019,2:00 AM,@KemenkesRI,"Apabila ada pertanyaan seputar kebijakan kesehatan, #Healthies bisa menghubungi Halo Kemenkes 1500567

Salam sehat!pic.twitter.com/CEjACqfyGv",False,NA,3,4,/KemenkesRI/status/1097435555078512640
18 Feb 2019,12:57 AM,@EmiNuha,@KemenkesRI apa gunanya daftar dan antrian online kalo di Kantor kesehatan pelabuhan Palembang antrian itu tidak berguna? Siapa yg kenal bisa duluan dilayani bukan berdasarkan antrian online pic.twitter.com/NE6YESIcOi,False,NA,NA,NA,/EmiNuha/status/1097419719261319168
17 Feb 2019,8:47 PM,@KemenkesRI,"Siang #Healthies!
Waktunya makan siang yang sudah ditunggu-tunggu 

Apa makan siangmu hari ini? 
Pastikan makan dengan makanan bergizi seimbang ya 
Karena kesehatanmu tergantung dari apa yang kamu makan 
#IsiPiringKu
#DukungGERMASpic.twitter.com/5w0ANW4iX1",False,1,69,73,/KemenkesRI/status/1097356928894656512
17 Feb 2019,7:00 PM,@KemenkesRI,"#RilisSehat

Indonesia Ikuti Workhsop Pengendalian Antimikroba @KemenkesRI
https://goo.gl/xQt5YA pic.twitter.com/rOew79g7MU",False,NA,5,18,/KemenkesRI/status/1097329859649507334
17 Feb 2019,4:52 PM,@drpriono,"Jendral Besar TNI meninggal karena Tuberkulosis (TB). saat beliau memimpin perjuangan gerilya untuk kemerdekaan Indonesia. Kemerdekaan itu jalan mewujudkan Indonesia yang lebih sehat, sekitar 900 ribu orang Indonesia kena TB setiap tahun. @jokowi @StopTBIndonesia @KemenkesRI pic.twitter.com/qweWO8Ce9K",False,NA,2,2,/drpriono/status/1097297839015657472
17 Feb 2019,7:29 AM,@aghniadewantari,"“This outbreak is not linked to the cVDPV1 currently affecting neighboring Papua New Guinea” 
I’d like to know what kind of analysis and how they did it to achieve this conclusion.
Polio in Indonesia ⁦@KemenkesRI⁩ ⁦@WHOIndonesia⁩http://outbreaknewstoday.com/polio-indonesia-1st-case-decade-72885/ …",False,NA,NA,NA,/aghniadewantari/status/1097156179057242116
16 Feb 2019,5:44 PM,@KemenkesRI,"Berdasarkan data Riskesdas, prevalensi tumor/kanker di Indonesia menunjukkan adanya peningkatan dari 1.4 per 1000 penduduk di tahun 2013 menjadi 1,79 per 1000 penduduk pada tahun 2018.pic.twitter.com/X9VUObM0Xv",False,1,5,10,/KemenkesRI/status/1096948579007000576
21 Feb 2019,5:40 PM,@infoppkk,"Salam Sehat #sobatkriskes! 
berikut admin akan informasikan hasil pemantauan kejadian krisis kesehatan sejak tanggal 21-22 Februari 2019 hingga pukul 07.30 WIB. 
@KemenkesRI
#sehatdansiagahadapibencana
#salamsehat
#informasibencana
#pusatkrisiskesehatanpic.twitter.com/71GcGOFAIZ",False,NA,8,2,/infoppkk/status/1098759330646507520
21 Feb 2019,4:32 PM,@KemenkesRI,"Semangat pagi #Healthies!
Mengawali #JumatBerkah yuk lawan  mager dg aktivitas fisik 

Salam sehat!

#DukungGERMASpic.twitter.com/yt6a1SbYUx",False,NA,9,14,/KemenkesRI/status/1098742224450252800
21 Feb 2019,2:34 PM,@RizaRidho,Layanan kesehatan yang mungkin blm diatur sama regulasi ⁦@KemenkesRI⁩ ?pic.twitter.com/zbG7wXpGY5,False,NA,NA,NA,/RizaRidho/status/1098712485568237569
21 Feb 2019,1:24 PM,@OzhiLMarssy,"Baca dan pahami secara saksama. @BPJSKesehatanRI patut di evaluasi.

Pak @jokowi masih ada kartu sakti lagi?

@KemenkesRI pic.twitter.com/qBNc60ZvCN",False,NA,NA,NA,/OzhiLMarssy/status/1098694870695202816
21 Feb 2019,1:55 AM,@MAKINUN17,"#DietPlastik bisa cegah Indonesia darurat sampah plastik. ajak orang2 dekat kita  untk peduli lingkungan
#SelamatkanBumiDariSampah #HariPeduliSampahNasional
#PIlihKeadilanEkologis
@jokowi
@KemenkesRI
@KementerianLHK
@kkpgoid
@KemenDesa
@tppindonesia
@DPR_RI
@walhinasionalpic.twitter.com/vcltccz0pu",True,NA,3,3,/MAKINUN17/status/1098521536711913472
20 Feb 2019,6:40 PM,@KemenkesRI,"Pada tahun 2015-2019, Pemerintah menargetkan revitalisasi 5.000 Pasar Rakyat dan telah terbangun 4.211 unit pasar hingga 2018. #RevitalisasiPasarRakyat berupaya untuk meningkatkan sarana-prasarana fisik hingga manajemen tata kelola pasar.pic.twitter.com/V2Z1i0x4Q9",False,1,NA,3,/KemenkesRI/status/1098412194813755392
20 Feb 2019,4:05 AM,@RadioKesehatan,"Dari sekitar Rp59 triliun anggaran 2018 #Kemenkes, hampir 50 persen atau Rp25 triliun untuk biayai iuran #JKN bagi rakyat miskin Indonesia.

Dan ternyata @kemenkes_ri menjadi Nomer 2 Terbaik dalam kinerja pengelolaan keuangan, setelah @kemenkeuri.

Selamat @KemenkesRI! pic.twitter.com/Z0YQxLEPga",False,NA,1,NA,/RadioKesehatan/status/1098191808511672320
19 Feb 2019,10:00 PM,@KemenkesRI,"Siang #Healthies!
Makanan yang sehat juga bergantung dari cara kita menyimpan makanan 

Bagaimana cara menyimpannya? Intip dulu disini 
#DukungGERMAS
#SehatItuGuepic.twitter.com/212dYbJW3e",False,NA,27,18,/KemenkesRI/status/1098099932744032257
19 Feb 2019,8:12 PM,@semestaconsult1,"Ayo ikuti workshop dan pelatihan SIG yang diadakan oleh PT Bauran Semesta Raya. 
Catet tanggal maennya 12 sd 14 April 2018.
Sampai ketemu di Jakarta.. 
#2019tahunSDM
#BakatOrangIndonesia
#Indonesiakompeten
#SIG
#Pelatihan
#Workshoppic.twitter.com/s3JGhQphLK",True,NA,NA,NA,/semestaconsult1/status/1098072977298485248
19 Feb 2019,8:07 PM,@KemenkesRI,"Diharapkan melalui penambahan kejuruan ini, #BLKKomunitas dapat melakukan pelatihan sesuai dengan potensi daerah masing-masing sehingga lulusannya dapat terserap di dunia industri dan mendorong minat masyarakat untuk berwirausaha.
#2019TahunSDM
#IndonesiaKompetenpic.twitter.com/5Hnw3CCQv5",False,1,3,6,/KemenkesRI/status/1098071699247919105
19 Feb 2019,8:07 PM,@KemenkesRI,"Untuk tahap I Tahun 2019 akan dibangun 500 #BLKKomunitas yang tersebar di lembaga pendidikan keagamaan seperti pondok pesantren, seminari, dhammasekha dan pasraman di seluruh wilayah Indonesia.

#2019tahunSDM
#IndonesiaKompetenpic.twitter.com/v29iVAd7uS",False,1,2,9,/KemenkesRI/status/1098071680088367106
19 Feb 2019,7:52 PM,@KemenkesRI,"Dibentuknya Balai Latihan Kerja (BLK) Komunitas diharapkan dapat meningkatkan akses pelatihan dan peran serta masyarakat dalam meningkatkan kualitas SDM.

#2019TahunSDM
#IndonesiaKompeten
#BLKKomunitaspic.twitter.com/o9kteNwxHk",False,1,NA,NA,/KemenkesRI/status/1098067785853222912
19 Feb 2019,4:59 PM,@itjenkemenkes,Internalisasi dan Pendalaman Log Frame Rencana Strategis @KemenkesRI Tahun 2020-2024 pic.twitter.com/XWF4uwwOhe,False,NA,1,3,/itjenkemenkes/status/1098024352400867328
19 Feb 2019,8:49 AM,@RadioElshinta,"Selamat malam Gaes! 

Istirahatlah yang cukup secara kuantitas dan kualitas 
@KemenkesRI #DiskusiInteraktifElshintapic.twitter.com/iwIGFOitRg",False,NA,3,5,/RadioElshinta/status/1097900980698439682
19 Feb 2019,12:05 AM,@KemenkesRI,"Sudah gerak hari ini #Healthies? 

Kurang aktivitas fisik bisa meningkatkan risiko Obesitas . Kenapa? karena pembakaran kalori dan pengeluaran energi tidak seimbang dengan asupan yang masuk ke dalam tubuh kita.

#DukungGERMASpic.twitter.com/W1VfBE0ziK",False,NA,27,36,/KemenkesRI/status/1097769233864224768
18 Feb 2019,10:21 PM,@rs_matacicendo,@RadioKesehatan @KemenkesRI @DitjenYankespic.twitter.com/qfDSe0ioxw,False,NA,NA,NA,/rs_matacicendo/status/1097743078398386176
18 Feb 2019,5:14 PM,@KemenkesRI,"Bagaimana gejala infeksi selaput otak? 
Kamu harus berhati-hati, karena bisa menyerang siapa saja 
Hari ini @RadioKesehatan akan mengupas tuntas mengenai gejala infeksi selaput otak

Jangan lupa streaming di
http://radiokesehatan.kemkes.go.id pic.twitter.com/r5QOTpmTUH",False,3,19,35,/KemenkesRI/status/1097665694030749696
16 Feb 2019,9:51 PM,@infoppkk,"Salam sehat sobat kriskes. Berikut admin ingin memberikan informasi terkait dengan perkembangan kejadian krisis kesehatan terkait Erupsi Gunung Karangetang di Siau Tagulandang Biaro per 16 Februari 2019.
@KemenkesRI
#informasibencana #infokrisiskesehatan #pusatkisiskesehatanpic.twitter.com/xgmrCYuDrE",False,NA,7,6,/infoppkk/status/1097010504877236224
16 Feb 2019,5:44 PM,@KemenkesRI,Ayo kita deteksi dini Kanker serta melakukan pola hidup bersih dan sehat untuk mencegah risiko Kanker pada diri kita. Salam sehat!pic.twitter.com/5I9FfSVOQe,False,NA,8,10,/KemenkesRI/status/1096948583851409408
16 Feb 2019,5:44 PM,@KemenkesRI,"Sebagai Pusat Kanker Nasional (PKN), RS Kanker Dharmais akan selalu berkomitmen untuk meningkatkan pelayanan dan penelitian yang mendukung kedepannnya.pic.twitter.com/X0zDZIWC4C",False,1,NA,2,/KemenkesRI/status/1096948574003159040
20 Feb 2019,6:40 PM,@KemenkesRI,"Hai #Healthies!
#TahukahKamu jika Pasar rakyat merupakan urat nadi perekonomian dan berperan penting dalam pertumbuhan ekonomi serta diatur oleh UU No. 7 tahun 2014. Pemerintah dan swasta dapat melakukan #RevitalisasiPasarRakyat untuk menciptakan pasar yang lebih baik.pic.twitter.com/trUeGOTZSd",False,1,11,15,/KemenkesRI/status/1098412192355905537
20 Feb 2019,5:35 PM,@KemenkesRI,"Semangat pagi #Healthies!
Keluarga sehat bisa menjadi cikal bakal untuk mewujudkan #IndonesiaSehat

Salam sehat!pic.twitter.com/yP6CsRP1vA",False,NA,14,21,/KemenkesRI/status/1098395659151917056
20 Feb 2019,6:00 AM,@KemenkesRI,"Selamat malam #Healthies! 
Tidur itu penting untuk memulihkan kondisi tubuhmu 

Jika kamu sedang shift malam, kamu juga perlu mengatur waktu tidurmu yah",False,4,24,33,/KemenkesRI/status/1098220730964094977
19 Feb 2019,11:18 PM,@itjenkemenkes,Selamat kepada @KemenkesRI atas penghargaan yg diterima dalam kinerja pengelolaan anggaran terbaik ke-2 kategori kementerian dengan pagu besar diatas 10T dari @KemenkeuRI #itjenkemenkes #kemenkes #kemenkeu #pengelolaananggaranpic.twitter.com/eOlpTCiOee,False,1,3,2,/itjenkemenkes/status/1098119732081811457
19 Feb 2019,8:16 PM,@infoppkk,"Salam sehat sobat kriskes. Berikut admin akan menginformasikan hasil pemantauan kejadian krisis kesehatan sejak tanggal 18-19 Februari 2019 hingga pukul 07.30 WIB.
@KemenkesRI
#salamsehat #sobatkriskes #infobencana #infokrisiskesehatan #pusatkrisiskesehatanpic.twitter.com/aIIVGRMcG1",False,NA,7,8,/infoppkk/status/1098074001501384704
19 Feb 2019,7:52 PM,@KemenkesRI,"#BLKKomunitas dihadirkan pemerintah melalui @KemnakerRI sejak tahun 2017 dengan mendirikan 50 lembaga. Kemudian pada tahun 2018 didirikan 75 lembaga dan pada tahun 2019 akan didirikan 1.000 #BLKKomunitas dan melatih 100 ribu orang.
#2019TahunSDM
#IndonesiaKompetenpic.twitter.com/o9v3Gt9P5C",False,1,NA,5,/KemenkesRI/status/1098067817369194496
19 Feb 2019,7:52 PM,@KemenkesRI,"Jenis bantuan yang diberikan kpd lembaga penerima bantuan meliputi gedung workshop, peralatan pelatihan, operasional kelembagaan dan program pelatihan serta pelatihan bagi instruktur dan pengelola #BLKKomunitas.
#2019TahunSDM
#IndonesiaKompetenpic.twitter.com/URI9HvIuQK",False,2,NA,2,/KemenkesRI/status/1098067807063818241
19 Feb 2019,12:27 PM,@ronaldojatim,"RT @EvickB: Mau Conveyor dengan Kualitas yang tidak diragukan dan Harga sangat terjangkau. @kemaritiman @KemenBUMN @Kemendag @KemenkesRI @KemenkopUKM @Kemenperin_RI Hub:  0818671299 
#KaryaAnakBangsa #AsliBuatan
#UMKMpic.twitter.com/TWhVciKLBF",False,NA,NA,NA,/ronaldojatim/status/1097955844229079042
19 Feb 2019,11:25 AM,@RadioElshinta,"Ingat! Saat minum obat, sebaiknya minumlah dengan air putih. Mengapa? Soalnya air putih bersifat netral sehingga tidak bereaksi dengan obat  
@KemenkesRI #KomisiAndaElshintapic.twitter.com/4IlkbM5ubQ",False,NA,3,7,/RadioElshinta/status/1097940220366868480
18 Feb 2019,9:51 PM,@ayaeyurikosan,maaf sudah coba registerasi belum bisa..,True,NA,NA,NA,/ayaeyurikosan/status/1097735495029641216
18 Feb 2019,12:17 AM,@BellaLu13590161,"Jadi , bapak udah beruntung berapa banyak dari tanah punya negara seluas itu pak    @PartaiPerindo @KemenkesRI @DPPPerindo @TelkomCare @whyni4
#jokowiamin #GenerasiOptimis #jkwbijak #Jokowi1KaliLagi #pleaseshare! #pleasespread! #bagikan! #GiveAwayTanahpic.twitter.com/2jdnsdu2p3",False,2,1,1,/BellaLu13590161/status/1097409643595280384
18 Feb 2019,12:08 AM,@NiksonNababan,“Margogo maho amang bupati pature Taput on...mauliate ma da...” Saat memberikan kartu berobat gratis utk lansia di Pahae. @theCOOLmovement @PDI_Perjuangan @puan_maharani @KemenkesRI @jokowipic.twitter.com/fkgoTtzj2F,False,1,NA,10,/NiksonNababan/status/1097407586893099008
17 Feb 2019,10:32 PM,@WahyuGeraldo,@KemenkesRI https://www.instagram.com/p/Bt-AchJhHJy/?utm_source=ig_share_sheet&igshid=b7mf2e4jmemb …,False,NA,NA,1,/WahyuGeraldo/status/1097383364800049152
17 Feb 2019,10:31 PM,@WahyuGeraldo,@KemenkesRI https://www.instagram.com/p/Bt-kWU4Buu5/?utm_source=ig_share_sheet&igshid=yfh5vciqqa …,False,NA,NA,1,/WahyuGeraldo/status/1097383098663063552
17 Feb 2019,9:46 PM,@elshinta_smg,"Warganet, Sebelum makan siang hari ini alangkah baiknya memperhatikan pesan dari @KemenkesRI soal porsi sekali makan. Agar porsi makan kamu tidak berlebih dan cukup gizinya
#ElshintaSemarang #ElshintaEdisiSiangpic.twitter.com/7FyjNW1yBQ",False,NA,NA,NA,/elshinta_smg/status/1097371828220121088
17 Feb 2019,4:52 PM,@KemenkesRI,"#RilisSehat

Kemenkes Jadi Penyelenggara Katalog Elektronik Sektoral @KemenkesRI
https://goo.gl/Mu2d5Y pic.twitter.com/5RQ9rO5Qv1",False,NA,5,7,/KemenkesRI/status/1097297855629291520
17 Feb 2019,3:08 AM,@drpriono,"Pak @jokowi pernah di”bully” sebagai orang dengan #TB, karena perawakan yg kurus. Masih banyak orang, juga dokter yg menstigmakan & mendiskriminasi orang #TB. Bahkan masih ada dokter& RS yg menolak obati TB Resisten Obat. hapus stigma #TB @KemenkesRI @StopTBIndonesia @tempodotcopic.twitter.com/jNUlZe55Tk",False,NA,2,3,/drpriono/status/1097090387171143680
19 Feb 2019,7:52 PM,@KemenkesRI,"Kerja sama ini merupakan bentuk komitmen pemerintah untuk fokus dalam pembangunan Sumber Daya Manusia (SDM) Indonesia, setelah sebelumnya fokus dalam pembangunan infrastruktur.

#2019TahunSDM
#IndonesiaKompeten
#BLKKomunitaspic.twitter.com/LhJXwMeaqq",False,1,1,NA,/KemenkesRI/status/1098067776483188736
19 Feb 2019,5:29 PM,@KemenkesRI,"Hai #Healthies!
Selain kanker payudara, penyakit kanker serviks juga banyak menyerang pada perempuan 

Simak lebih dalam di @RadioKesehatan hari ini pukul 09.00 WIB 

Jangan lupa streaming di 
http://radiokesehatan.kemkes.go.id pic.twitter.com/rvVDcv9Lox",False,NA,9,10,/KemenkesRI/status/1098031936231026689
19 Feb 2019,12:27 PM,@EvickB,"Mau Conveyor dengan Kualitas yang tidak diragukan dan Harga sangat terjangkau. @kemaritiman @KemenBUMN @Kemendag @KemenkesRI @KemenkopUKM @Kemenperin_RI Hub:  0818671299 
#KaryaAnakBangsa #AsliBuatan
#UMKMpic.twitter.com/wkpFIBA1S9",False,NA,NA,1,/EvickB/status/1097955755133726725
19 Feb 2019,5:54 AM,@bpriady,Cc @jokowi @KemenkesRI  https://twitter.com/heinrichdengi/status/1097847730586693632 …,False,NA,1,2,/bpriady/status/1097856836311511040
19 Feb 2019,4:00 AM,@KemenkesRI,"Hai #Healthies!
Ada #TipsSehat dari @gemacermat 

Ingat! Saat minum obat, sebaiknya minumlah dengan air putih. Mengapa? Soalnya air putih bersifat netral sehingga tidak bereaksi dengan obat  
#GemaCermatpic.twitter.com/A30bD4KO9j",False,1,91,72,/KemenkesRI/status/1097828143237382149
18 Feb 2019,8:58 PM,@RegarSpal,"Mengapa menggunakan botol plastik...?
Bahkan semua tahu kalau ini botol kemasan air mineral merk tertentu..
Kontradiktif dengan pesan Bu Menkes &  Bu Men. Kelautan lagi...
Gunakanlah Gelas bening/ Tumbler..",True,NA,NA,NA,/RegarSpal/status/1097722172221513729
18 Feb 2019,8:34 PM,@KemenkesRI,"Lemak sebuah kandungan yg ditakuti kaum hawa . Kenapa? Lemak bisa membuat berat badan naik yg bisa meningkatkan risiko penyakit jantung, diabetes dan hipertensi  . Konsumsi lemak cukup 5 sdm per hari ya #SehatZamanNow",False,1,7,11,/KemenkesRI/status/1097716063951716352
18 Feb 2019,8:34 PM,@KemenkesRI,"Siang #Healthies! 
Makan siang adalah saat yg paling ditunggu-tunggu. Setuju?  
Eits, tapi #Healthies harus bijak memilih makanan biar tubuh lebih sehat. Kan #SehatZamanNow",False,1,6,13,/KemenkesRI/status/1097716059820322817
18 Feb 2019,8:16 PM,@RadioElshinta,"Menerapkan pola hidup sehat merupakan salah satu cara terbaik untuk mencegah risiko kanker 

Jangan lupa lakukan #GERMAS setiap hari . Salam sehat! @KemenkesRI pic.twitter.com/r3xU0em7h9",False,NA,1,1,/RadioElshinta/status/1097711569234874369
18 Feb 2019,5:54 PM,@drpriono,"Wah senang banget, ada dokter spesialis Ginjal yang berwawasan kesehatan publik, diharapkan hasil disertasi nya nanti dapat membantu upaya kita untuk menekan kejadian gagal ginjal di Indonesia. @KemenkesRI @p2ptmkemenkesRIpic.twitter.com/s7iVdlHsSB",False,NA,1,NA,/drpriono/status/1097675801179303936
18 Feb 2019,8:48 AM,@dinkeskedirikab,"#repost dari @KemenkesRI
.
Halo Healthies! 
Tahu gak siih salah satu cara terbaik cegah kanker itu pola hidup yang sehat. 
Ingat GERMAS ya! Gerakan Masyarakat Hidup Sehat
Yang meliputi… https://www.instagram.com/p/BuB8f3agnja/?utm_source=ig_twitter_share&igshid=14uolpvrvfdhq …",False,NA,NA,NA,/dinkeskedirikab/status/1097538319481679872
18 Feb 2019,7:32 AM,@DinkesGtloProv,"1. Assalamu'alaikum, Sahabat Sehat...

Rangkaian Kegiatan Kedinasan Hari ini
@KemenkesRI @p2ptmkemenkesRI @litbangkemenkes @ditpromkes @ditjenkesmas @DitjenYankes
#GorontaloSehat #GorontaloHebat #GorontaloUnggulpic.twitter.com/cirdylMSIl",False,NA,NA,NA,/DinkesGtloProv/status/1097519165114507264
18 Feb 2019,7:00 AM,@KemenkesRI,"Untukmu yang sedang bertugas di Shift malam. #Minkes ucapkan terima kasih atas kerja kerasnya untuk menyehatkan bangsa. Jangan lupa untuk menjaga kesehatan diri sendiri

Untuk #Healthies di seluruh penjuru nusantara, selamat beristirahat. 

Sampai jumpa esok hari",False,1,24,51,/KemenkesRI/status/1097511059664109568
18 Feb 2019,4:11 AM,@AdhyMandary,Siapa bilang pemarah ka aswwww?,True,1,NA,NA,/AdhyMandary/status/1097468527903072258
18 Feb 2019,12:39 AM,@promkes_net,"Walaupun Berbeda Pilihan,
Tetap Jaga Kesehatan

#SalamSatuTrotoar #MelawanMager
@anjarisme @blogdokter @trotoarian @KemenkesRI @WHOIndonesia @DokterAri @dhekthree @UNFPAIndonesia @AliansiRemaja @ditpromkes @p2ptmkemenkesRI @RadioKesehatan @PromkesJatengpic.twitter.com/nNG1Me2nyq",False,1,2,4,/promkes_net/status/1097415233990144000
17 Feb 2019,11:12 PM,@WahyuGeraldo,Pengaduan @krmenkes,True,NA,NA,NA,/WahyuGeraldo/status/1097393316700708864
17 Feb 2019,6:23 PM,@Rukmana68048459,....,True,NA,NA,NA,/Rukmana68048459/status/1097320786849722368
17 Feb 2019,6:11 PM,@KemenkesRI,"Hai #Healthies! 
Sudah sarapan belum? 
Boleh dong share ke #Minkes sarapanmu pagi ini",False,3,5,7,/KemenkesRI/status/1097317543537070080
17 Feb 2019,5:35 PM,@KemenkesRI,"Ternyata Kanker juga bisa menyerang anak-anak kita 
Yuk kita telisik lebih dalam mengenai Kanker pada Anak, agar kita bisa mencegahnya lebih awal 

Streaming di
http://radiokesehatan.kemkes.go.id 
@RadioKesehatanpic.twitter.com/Ua6JEFfnT0",False,NA,10,9,/KemenkesRI/status/1097308642368380928
18 Feb 2019,7:59 PM,@RS_Mekarsari,"CEGAH STROKE DENGAN ASAM FOLAT http://inforsmekarsari.blogspot.com/2018/04/cegah-stroke-dengan-asam-folat.html …
@RS_Mekarsari @dokterMade @AHealthBlog @blogdokter @docsitohang @Arief_Dokter @aldidokter @kompasiana @alodokter @haloawalbros @achmadzaky @KemenkesRI @kaesangp",False,NA,1,1,/RS_Mekarsari/status/1097707332622987264
18 Feb 2019,7:21 PM,@natafosca,"@KemenkesRI tolong dong disidak Klinik Dharma Bhakti yg di Jalan PancaWarga IV No.31, RT.9/RW.3, RT.4/RW.7, Cipinang Muara, Jatinegara, Kota Jakarta Timur

Masak dokter melayani pasien gak mandi dan pake daster serta pake sendal hotel. Setidaknya hargailah profesinya sbg dokter",False,1,NA,NA,/natafosca/status/1097697742200004608
18 Feb 2019,1:39 PM,@rieckazoza,Suka yang dingin dingin,True,NA,NA,NA,/rieckazoza/status/1097611577447014400
18 Feb 2019,8:49 AM,@Elisyaichaa,Nih suka marah2  @yesikacindhe,True,1,NA,NA,/Elisyaichaa/status/1097538641927143424
18 Feb 2019,7:31 AM,@DinkesGtloProv,"2. Assalamu'alaikum, Sahabat Sehat...

Rangkaian Kegiatan Kedinasan Hari ini
@KemenkesRI @DitjenYankes @ditjenkesmas @litbangkemenkes @ditpromkes @farmalkesRI @DitGizi @ditjenpppl
#GorontaloSehat #GorontaloHebat #GorontaloUnggulpic.twitter.com/BgG8g8MaHv",False,NA,NA,NA,/DinkesGtloProv/status/1097519087268257793
18 Feb 2019,5:24 AM,@mailmail78,Min ini ada admin kemenkes lho,True,NA,NA,NA,/mailmail78/status/1097486986330263552
18 Feb 2019,3:06 AM,@meilani_reza,Nihil. Ga ada respon,True,NA,NA,NA,/meilani_reza/status/1097452194503090177
18 Feb 2019,3:04 AM,@normanluthers,"Dari bentuk dan warna tutupnya, saya menduga ini botol Le Mineralé",True,1,NA,NA,/normanluthers/status/1097451811684794368
18 Feb 2019,12:58 AM,@graviolq,Sudah install... Semoga bermanfaat,True,NA,NA,NA,/graviolq/status/1097419985339600896
